filename,PSNR,SSIM,MSE
0801_generated_x4.png,22.847528237390495,0.6038648478339455,337.54178066015
0802_generated_x4.png,24.81597771591932,0.5480690477588496,214.52731107929898
0803_generated_x4.png,26.502901304935836,0.7805670221330537,145.4756245532067
0804_generated_x4.png,22.303584306809555,0.615105833851465,382.5797069716776
0805_generated_x4.png,22.23702689667474,0.5158671377157055,388.48805615128
0806_generated_x4.png,23.45956354151052,0.6843182949198224,293.1730240326219
0807_generated_x4.png,17.568785979207,0.31550837491356126,1138.1559233474713
0808_generated_x4.png,22.953271048560737,0.700633700535929,329.4224979273912
0809_generated_x4.png,23.834148223318618,0.5083722164651725,268.94627810071916
0810_generated_x4.png,22.30970098087791,0.6015672671725959,382.0412547657952
0811_generated_x4.png,24.46924601636409,0.5889744044305383,232.35699927217692
0812_generated_x4.png,23.030889586712597,0.6798363092896015,323.58725075316585
0813_generated_x4.png,24.60098104013163,0.7256066746675925,225.41471168613165
0814_generated_x4.png,25.544733571610827,0.8415990005755095,181.3873532303777
0815_generated_x4.png,22.5608645883284,0.5229313864685298,360.5735801424798
0816_generated_x4.png,25.47891644870433,0.6958989115440565,184.1572054485511
0817_generated_x4.png,21.45302459348334,0.5690067969044758,465.3480533641408
0818_generated_x4.png,23.30154670468793,0.7454156812026768,304.03647620506536
0819_generated_x4.png,22.350036977340658,0.5638296785625735,378.509394581333
0820_generated_x4.png,20.454582769542107,0.6416262541986614,585.6283383461546
0821_generated_x4.png,24.135218130918084,0.7295383027360901,250.9334443143039
0822_generated_x4.png,23.937750243075545,0.6127564263346503,262.60641841531935
0823_generated_x4.png,22.284197936063066,0.6914192786874646,384.29131301793825
0824_generated_x4.png,23.600896726881174,0.7490642465779048,283.7858180538685
0825_generated_x4.png,22.733037608330378,0.6647408461825592,346.5585357741917
0826_generated_x4.png,21.650178800104435,0.6477519659383413,444.6952400556577
0827_generated_x4.png,28.333969526426003,0.762942948281435,95.42966696878405
0828_generated_x4.png,16.99165759411179,0.5674931354807247,1299.9139411861106
0829_generated_x4.png,23.787748105856345,0.42002549917177784,271.83511071586946
0830_generated_x4.png,21.61436055853645,0.6115208633319513,448.37800985998973
0831_generated_x4.png,24.193211721535043,0.6926407952174097,247.60487364316424
0832_generated_x4.png,23.778484819478546,0.6989602903407999,272.41554034839106
0833_generated_x4.png,25.271369840139364,0.8138084707127909,193.17164441573357
0834_generated_x4.png,22.030531184958253,0.645630489328569,407.4058327067307
0835_generated_x4.png,20.16490849203457,0.4034051820091788,626.0218788832406
0836_generated_x4.png,21.714969137616826,0.6792565992766711,438.110283373332
0837_generated_x4.png,21.702073932302504,0.6411642183381353,439.4130670754044
0838_generated_x4.png,26.077760761097792,0.6932238061434939,160.43690846299188
0839_generated_x4.png,24.25543379300958,0.35207014397298186,244.08269034260707
0840_generated_x4.png,22.4863691183036,0.5584527765370323,366.8119275020726
0841_generated_x4.png,22.75135779476054,0.6652351303406837,345.09969971272676
0842_generated_x4.png,23.151273322632534,0.6675240788800245,314.7407885794436
0843_generated_x4.png,29.413868306520968,0.9305727133816801,74.42066222260783
0844_generated_x4.png,28.467418547772066,0.9262600302625663,92.54192007924114
0845_generated_x4.png,20.1425162521885,0.6485569549831648,629.2579855688588
0846_generated_x4.png,21.928715144824153,0.6503028467753192,417.0698985685892
0847_generated_x4.png,22.6557668261483,0.6435869127592687,352.77977447124374
0848_generated_x4.png,23.148862422041656,0.5898868370348987,314.91555925755716
0849_generated_x4.png,18.684658293641206,0.5498074119354662,880.2672238610292
0850_generated_x4.png,24.233308077743615,0.7000108186526193,245.32937537355158
0851_generated_x4.png,22.67125402054664,0.7367175635033189,351.52398167600376
0852_generated_x4.png,25.677433882157867,0.4251158781923481,175.928813061683
0853_generated_x4.png,25.96968404386876,0.780864965691605,164.47956793336803
0854_generated_x4.png,22.228020828219623,0.6294467299725567,389.2945090083474
0855_generated_x4.png,24.85734708498267,0.6057757545808707,212.49350121748046
0856_generated_x4.png,20.694196110720704,0.44291197226810647,554.192634888272
0857_generated_x4.png,27.96603756948395,0.7048711410627447,103.86676463664561
0858_generated_x4.png,23.82766203289153,0.5062250007777166,269.3482496095783
0859_generated_x4.png,22.4953024511135,0.5369392260191739,366.05817969518193
0860_generated_x4.png,18.03457279198249,0.4239880444865745,1022.4052753523284
0861_generated_x4.png,20.35088819757194,0.5492032786313487,599.7793940511308
0862_generated_x4.png,28.057196672663668,0.7414880481636758,101.70930661596005
0863_generated_x4.png,24.205945115530774,0.6995091965051817,246.87996623093682
0864_generated_x4.png,26.15356879637662,0.6523878947383374,157.66071116991537
0865_generated_x4.png,23.90647515788079,0.6153324871691623,264.50436602158226
0866_generated_x4.png,19.076658427747923,0.4417495826608458,804.2934244076195
0867_generated_x4.png,22.400553117201362,0.6450139790662978,374.1321667678871
0868_generated_x4.png,25.483624118073852,0.9248265061961094,183.9576907041086
0869_generated_x4.png,19.99586995012988,0.5924087285456461,650.8686683006536
0870_generated_x4.png,21.009645429285943,0.518504945406958,515.3660644198306
0871_generated_x4.png,23.723098356275692,0.7083958488066231,275.9119593142075
0872_generated_x4.png,20.641056781779472,0.5144184256040254,561.0152705477471
0873_generated_x4.png,21.572603834706285,0.6082042712010577,452.709884897912
0874_generated_x4.png,27.0987372049396,0.679674530337622,126.82551670619084
0875_generated_x4.png,21.399700010792326,0.5018616494253644,471.097022973686
0876_generated_x4.png,20.07358452059739,0.372531070539636,639.3253260743826
0877_generated_x4.png,28.3022052156706,0.7899952213725837,96.13019854643247
0878_generated_x4.png,23.763700876812138,0.7258090897763142,273.3444580610022
0879_generated_x4.png,23.2547795436491,0.7711406249899526,307.3281958759287
0880_generated_x4.png,25.554135994728824,0.779927958044921,180.99507659012474
0881_generated_x4.png,23.648083025142594,0.6861842947207507,280.71916173876957
0882_generated_x4.png,25.11107460563409,0.8165701691296389,200.43469535060828
0883_generated_x4.png,21.994288281790375,0.5367501714004704,410.8199569006346
0884_generated_x4.png,22.315794488485,0.5648438024332466,381.50559544122467
0885_generated_x4.png,20.587273116455766,0.4518313486339626,568.0061646856383
0886_generated_x4.png,26.209066322728575,0.7135817808750557,155.65881810688876
0887_generated_x4.png,21.91669257498984,0.6298559117772076,418.2260723340467
0888_generated_x4.png,24.064539449003423,0.7291017615538383,255.05063901420942
0889_generated_x4.png,21.385942149378245,0.6082957869315575,472.5917608980662
0890_generated_x4.png,22.82124726797099,0.6664989814897515,339.5905794920307
0891_generated_x4.png,21.52368626782559,0.6268288772316333,457.8378928229965
0892_generated_x4.png,22.171964650693468,0.7343831007541014,394.35186203245576
0893_generated_x4.png,25.359352536225433,0.6877620496831242,189.29759975032295
0894_generated_x4.png,23.615770177053395,0.7653836105295228,282.8155881870939
0895_generated_x4.png,18.142024357992547,0.383397131216711,997.419661800338
0896_generated_x4.png,25.221430955897347,0.8700236785722285,195.40571678523918
0897_generated_x4.png,18.700217659745256,0.48852749506315934,877.119153838436
0898_generated_x4.png,26.647407508688403,0.8361101301631209,140.71474564752154
0899_generated_x4.png,24.498826901900557,0.7393155692584478,230.7797351880772
0900_generated_x4.png,22.51764095952251,0.5857279811885623,364.1801453567538
