filename,PSNR,SSIM,MSE
0801_ESRNET.png,26.192470319976977,0.8444571098127849,156.25478615979333
0802_ESRNET.png,29.832199465960766,0.8071723967913549,67.58657118206182
0803_ESRNET.png,30.760008238115844,0.9332176254127784,54.585782079758985
0804_ESRNET.png,27.424065560126788,0.8576897036389056,117.6721815087146
0805_ESRNET.png,28.13449627372335,0.8267422662303727,99.91500938265932
0806_ESRNET.png,29.087255977130116,0.8773760240703119,80.23331995777662
0807_ESRNET.png,21.417631499957817,0.629602830922496,469.1559308800352
0808_ESRNET.png,28.233262498832904,0.8412902587804728,97.66840850155205
0809_ESRNET.png,29.56482110821772,0.8752679599615076,71.8783749783099
0810_ESRNET.png,28.538431329666672,0.8878005764301387,91.04104370915033
0811_ESRNET.png,30.08550834877843,0.8656063192193454,63.75724256270846
0812_ESRNET.png,29.42333759675062,0.8926731313381316,74.2585733251634
0813_ESRNET.png,27.148350857728385,0.8542633964072439,125.38491073341905
0814_ESRNET.png,30.947118236147265,0.945314039233944,52.28396764802283
0815_ESRNET.png,27.30037379856033,0.806679401120721,121.0717949274105
0816_ESRNET.png,31.371661851727602,0.8975377732774206,47.41482758786897
0817_ESRNET.png,27.1900199018695,0.8353261508149448,124.18763903781999
0818_ESRNET.png,28.70053730562969,0.9093143134047862,87.70545992051335
0819_ESRNET.png,27.521995620481498,0.8623414952421329,115.04845711145815
0820_ESRNET.png,26.963164610337067,0.9018482762851182,130.84703918194614
0821_ESRNET.png,27.574214436286898,0.8589120419067678,113.67341758729057
0822_ESRNET.png,28.45045790418841,0.8756356378156586,92.90403367487346
0823_ESRNET.png,27.770164594556203,0.8644842658200874,108.65854903487875
0824_ESRNET.png,29.00488825454407,0.9081632681027586,81.76953638633428
0825_ESRNET.png,27.84665449404182,0.8773007222130379,106.7615600960148
0826_ESRNET.png,25.339414837994735,0.8356746462582295,190.1686296849469
0827_ESRNET.png,34.57467418262278,0.9162058699412373,22.678427755650873
0828_ESRNET.png,23.12601415627856,0.7668138934739105,316.5766982137004
0829_ESRNET.png,26.631634962331002,0.579215512277645,141.22671737328167
0830_ESRNET.png,26.54934946307761,0.8342028113906602,143.92804109797513
